Country ID,Source Data,Country Name,Year,"Rate per 100,000"
40,Sexual Violence (%),Austria,2010,39.3
40,Homicide (%),Austria,2015,0.5
40,"Percentage of male and female intentional homicide victims, Male",Austria,2015,0.7
40,"Percentage of male and female intentional homicide victims, Female",Austria,2015,0.4
40,Assault (%),Austria,2015,35.4
40,Kidnapping (%),Austria,2015,0.0
40,Theft (%),Austria,2015,
40,Robbery (%),Austria,2015,39.4
40,Sexual Violence (%),Austria,2015,39.0
40,Homicide (%),Austria,2016,0.7
40,"Percentage of male and female intentional homicide victims, Male",Austria,2016,0.6
40,"Percentage of male and female intentional homicide victims, Female",Austria,2016,0.7
40,Assault (%),Austria,2016,37.8
40,Kidnapping (%),Austria,2016,0.0
40,Theft (%),Austria,2016,
40,Robbery (%),Austria,2016,35.7
31,Homicide (%),Azerbaijan,2005,2.2
31,Assault (%),Azerbaijan,2005,1.9
31,Kidnapping (%),Azerbaijan,2005,0.3
31,Theft (%),Azerbaijan,2005,25.2
31,Robbery (%),Azerbaijan,2005,2.3
31,Homicide (%),Azerbaijan,2010,2.3
31,"Percentage of male and female intentional homicide victims, Male",Azerbaijan,2010,3.2
31,"Percentage of male and female intentional homicide victims, Female",Azerbaijan,2010,1.4
31,Assault (%),Azerbaijan,2010,1.9
31,Kidnapping (%),Azerbaijan,2010,0.0
31,Theft (%),Azerbaijan,2010,42.8
31,Robbery (%),Azerbaijan,2010,3.3
31,Sexual Violence (%),Azerbaijan,2010,2.2
31,Homicide (%),Azerbaijan,2014,2.5
31,"Percentage of male and female intentional homicide victims, Male",Azerbaijan,2014,3.2
31,"Percentage of male and female intentional homicide victims, Female",Azerbaijan,2014,1.8
31,Assault (%),Azerbaijan,2014,1.7
31,Kidnapping (%),Azerbaijan,2014,0.0
31,Theft (%),Azerbaijan,2014,61.7
31,Robbery (%),Azerbaijan,2014,2.5
31,Sexual Violence (%),Azerbaijan,2014,2.2
31,Homicide (%),Azerbaijan,2016,2.1
31,"Percentage of male and female intentional homicide victims, Male",Azerbaijan,2016,2.5
31,"Percentage of male and female intentional homicide victims, Female",Azerbaijan,2016,1.8
31,Assault (%),Azerbaijan,2016,3.4
31,Kidnapping (%),Azerbaijan,2016,0.1
31,Theft (%),Azerbaijan,2016,24.8
31,Robbery (%),Azerbaijan,2016,5.0
44,Homicide (%),Bahamas,2005,15.8
44,"Percentage of male and female intentional homicide victims, Male",Bahamas,2005,27.4
44,"Percentage of male and female intentional homicide victims, Female",Bahamas,2005,4.7
44,Kidnapping (%),Bahamas,2005,7.3
44,Theft (%),Bahamas,2005,440.4
44,Sexual Violence (%),Bahamas,2005,133.3
44,Homicide (%),Bahamas,2010,26.1
44,"Percentage of male and female intentional homicide victims, Male",Bahamas,2010,45.4
44,"Percentage of male and female intentional homicide victims, Female",Bahamas,2010,7.6
44,Assault (%),Bahamas,2010,848.9
44,Kidnapping (%),Bahamas,2010,5.0
44,Theft (%),Bahamas,2010,545.7
44,Robbery (%),Bahamas,2010,93.1
44,Sexual Violence (%),Bahamas,2010,85.6
44,Homicide (%),Bahamas,2012,29.8
44,"Percentage of male and female intentional homicide victims, Male",Bahamas,2012,55.5
44,"Percentage of male and female intentional homicide victims, Female",Bahamas,2012,5.3
44,Assault (%),Bahamas,2012,841.8
44,Kidnapping (%),Bahamas,2012,7.5
44,Theft (%),Bahamas,2012,533.5
44,Robbery (%),Bahamas,2012,98.6
44,Sexual Violence (%),Bahamas,2012,80.3
44,Homicide (%),Bahamas,2016,28.4
48,Homicide (%),Bahrain,2005,0.4
48,Assault (%),Bahrain,2005,396.8
48,Kidnapping (%),Bahrain,2005,1.3
48,Theft (%),Bahrain,2005,
48,Robbery (%),Bahrain,2005,47.2
48,Homicide (%),Bahrain,2007,0.4
48,Assault (%),Bahrain,2007,254.3
48,Kidnapping (%),Bahrain,2007,0.0
48,Theft (%),Bahrain,2007,700.5
48,Robbery (%),Bahrain,2007,28.5
48,Sexual Violence (%),Bahrain,2007,14.1
48,Homicide (%),Bahrain,2008,0.5
48,Assault (%),Bahrain,2008,327.8
48,Theft (%),Bahrain,2008,681.7
48,Robbery (%),Bahrain,2008,27.5
48,Sexual Violence (%),Bahrain,2008,15.7
48,Homicide (%),Bahrain,2010,0.9
48,Homicide (%),Bahrain,2011,0.5
48,"Percentage of male and female intentional homicide victims, Male",Bahrain,2011,0.7
48,"Percentage of male and female intentional homicide victims, Female",Bahrain,2011,0.3
48,Homicide (%),Bahrain,2014,0.5
50,Homicide (%),Bangladesh,2005,2.5
50,Assault (%),Bangladesh,2005,0.4
50,Kidnapping (%),Bangladesh,2005,0.9
50,Theft (%),Bangladesh,2005,8.7
50,Robbery (%),Bangladesh,2005,0.6
50,Homicide (%),Bangladesh,2006,2.9
50,Assault (%),Bangladesh,2006,0.4
50,Kidnapping (%),Bangladesh,2006,0.8
50,Theft (%),Bangladesh,2006,8.9
50,Robbery (%),Bangladesh,2006,0.6
50,Homicide (%),Bangladesh,2010,2.6
50,Homicide (%),Bangladesh,2015,2.5
50,"Percentage of male and female intentional homicide victims, Male",Bangladesh,2015,3.9
50,"Percentage of male and female intentional homicide victims, Female",Bangladesh,2015,1.0
52,Homicide (%),Barbados,2005,10.6
52,"Percentage of male and female intentional homicide victims, Male",Barbados,2005,15.1
52,"Percentage of male and female intentional homicide victims, Female",Barbados,2005,6.4
52,Assault (%),Barbados,2005,631.7
52,Kidnapping (%),Barbados,2005,8.4
52,Theft (%),Barbados,2005,412.4
52,Robbery (%),Barbados,2005,120.4
52,Sexual Violence (%),Barbados,2005,70.1
52,Homicide (%),Barbados,2010,11.1
52,"Percentage of male and female intentional homicide victims, Male",Barbados,2010,17.1
52,"Percentage of male and female intentional homicide victims, Female",Barbados,2010,5.5
52,Assault (%),Barbados,2010,540.5
52,Kidnapping (%),Barbados,2010,4.3
52,Theft (%),Barbados,2010,739.4
52,Robbery (%),Barbados,2010,174.2
52,Sexual Violence (%),Barbados,2010,60.5
52,Homicide (%),Barbados,2015,10.9
52,"Percentage of male and female intentional homicide victims, Male",Barbados,2015,20.6
52,"Percentage of male and female intentional homicide victims, Female",Barbados,2015,2.0
52,Assault (%),Barbados,2015,518.6
52,Kidnapping (%),Barbados,2015,4.9
52,Theft (%),Barbados,2015,596.0
52,Robbery (%),Barbados,2015,105.6
52,Sexual Violence (%),Barbados,2015,68.3
52,Assault (%),Barbados,2016,547.2
52,Kidnapping (%),Barbados,2016,3.9
52,Theft (%),Barbados,2016,597.1
52,Robbery (%),Barbados,2016,65.3
112,Homicide (%),Belarus,2005,8.6
112,Assault (%),Belarus,2005,19.9
112,Kidnapping (%),Belarus,2005,0.4
112,Theft (%),Belarus,2005,
112,Robbery (%),Belarus,2005,120.2
112,Sexual Violence (%),Belarus,2005,8.5
112,Homicide (%),Belarus,2010,4.2
112,"Percentage of male and female intentional homicide victims, Male",Belarus,2010,6.0
112,"Percentage of male and female intentional homicide victims, Female",Belarus,2010,2.7
112,Assault (%),Belarus,2010,12.2
112,Kidnapping (%),Belarus,2010,0.2
112,Theft (%),Belarus,2010,776.8
112,Robbery (%),Belarus,2010,50.0
112,Sexual Violence (%),Belarus,2010,3.9
112,Homicide (%),Belarus,2014,3.6
112,"Percentage of male and female intentional homicide victims, Male",Belarus,2014,5.1
112,"Percentage of male and female intentional homicide victims, Female",Belarus,2014,2.3
112,Assault (%),Belarus,2014,8.8
112,Kidnapping (%),Belarus,2014,0.3
112,Theft (%),Belarus,2014,427.3
112,Robbery (%),Belarus,2014,25.9
112,Sexual Violence (%),Belarus,2014,4.8
56,Homicide (%),Belgium,2005,2.1
56,"Percentage of male and female intentional homicide victims, Male",Belgium,2005,2.5
56,"Percentage of male and female intentional homicide victims, Female",Belgium,2005,1.7
56,Assault (%),Belgium,2005,639.2
56,Kidnapping (%),Belgium,2005,8.7
56,Theft (%),Belgium,2005,
56,Robbery (%),Belgium,2005,
56,Sexual Violence (%),Belgium,2005,57.3
56,Homicide (%),Belgium,2010,1.7
56,"Percentage of male and female intentional homicide victims, Male",Belgium,2010,2.2
56,"Percentage of male and female intentional homicide victims, Female",Belgium,2010,1.2
56,Assault (%),Belgium,2010,710.8
56,Kidnapping (%),Belgium,2010,10.3
56,Theft (%),Belgium,2010,
56,Robbery (%),Belgium,2010,218.1
56,Sexual Violence (%),Belgium,2010,64.9
56,Homicide (%),Belgium,2014,1.9
56,"Percentage of male and female intentional homicide victims, Male",Belgium,2014,2.3
56,"Percentage of male and female intentional homicide victims, Female",Belgium,2014,1.4
56,Assault (%),Belgium,2014,626.1
56,Kidnapping (%),Belgium,2014,10.2
56,Theft (%),Belgium,2014,
56,Robbery (%),Belgium,2014,195.2
56,Sexual Violence (%),Belgium,2014,60.3
56,Homicide (%),Belgium,2015,1.9
56,Assault (%),Belgium,2015,600.6
56,Kidnapping (%),Belgium,2015,10.1
56,Theft (%),Belgium,2015,
56,Robbery (%),Belgium,2015,195.8
56,Sexual Violence (%),Belgium,2015,55.1
84,Homicide (%),Belize,2004,28.6
84,"Percentage of male and female intentional homicide victims, Male",Belize,2004,46.8
84,"Percentage of male and female intentional homicide victims, Female",Belize,2004,10.2
84,Homicide (%),Belize,2005,28.6
84,Kidnapping (%),Belize,2005,3.2
84,Theft (%),Belize,2005,592.4
84,Robbery (%),Belize,2005,235.5
84,Homicide (%),Belize,2009,30.9
84,"Percentage of male and female intentional homicide victims, Male",Belize,2009,56.0
84,"Percentage of male and female intentional homicide victims, Female",Belize,2009,5.7
84,Assault (%),Belize,2009,165.3
84,Kidnapping (%),Belize,2009,0.6
84,Theft (%),Belize,2009,375.6
84,Robbery (%),Belize,2009,173.6
84,Sexual Violence (%),Belize,2009,64.4
84,Homicide (%),Belize,2010,40.1
84,"Percentage of male and female intentional homicide victims, Male",Belize,2010,70.2
84,"Percentage of male and female intentional homicide victims, Female",Belize,2010,10.0
84,Theft (%),Belize,2010,259.9
84,Robbery (%),Belize,2010,148.3
84,Sexual Violence (%),Belize,2010,40.4
84,Homicide (%),Belize,2014,35.0
84,"Percentage of male and female intentional homicide victims, Male",Belize,2014,63.3
84,"Percentage of male and female intentional homicide victims, Female",Belize,2014,6.8
84,Assault (%),Belize,2014,296.3
84,Kidnapping (%),Belize,2014,1.1
84,Theft (%),Belize,2014,234.9
84,Robbery (%),Belize,2014,86.4
84,Sexual Violence (%),Belize,2014,42.4
84,Homicide (%),Belize,2015,33.1
84,"Percentage of male and female intentional homicide victims, Male",Belize,2015,61.4
84,"Percentage of male and female intentional homicide victims, Female",Belize,2015,5.0
84,Kidnapping (%),Belize,2015,6.7
84,Theft (%),Belize,2015,219.6
84,Robbery (%),Belize,2015,59.6
84,Homicide (%),Belize,2016,37.6
84,"Percentage of male and female intentional homicide victims, Male",Belize,2016,67.2
84,"Percentage of male and female intentional homicide victims, Female",Belize,2016,8.1
84,Theft (%),Belize,2016,204.9
84,Robbery (%),Belize,2016,63.2
204,Homicide (%),Benin,2005,7.2
204,Homicide (%),Benin,2010,6.6
204,Homicide (%),Benin,2015,6.2
204,"Percentage of male and female intentional homicide victims, Male",Benin,2015,10.0
204,"Percentage of male and female intentional homicide victims, Female",Benin,2015,2.4
60,Homicide (%),Bermuda,2004,1.5
60,"Percentage of male and female intentional homicide victims, Male",Bermuda,2004,0.0
60,"Percentage of male and female intentional homicide victims, Female",Bermuda,2004,2.9
60,Assault (%),Bermuda,2004,668.6
60,Kidnapping (%),Bermuda,2004,3.1
60,Theft (%),Bermuda,2004,
60,Robbery (%),Bermuda,2004,118.3
60,Homicide (%),Bermuda,2005,3.1
60,"Percentage of male and female intentional homicide victims, Male",Bermuda,2005,6.5
60,"Percentage of male and female intentional homicide victims, Female",Bermuda,2005,0.0
60,Homicide (%),Bermuda,2010,10.9
60,"Percentage of male and female intentional homicide victims, Male",Bermuda,2010,23.0
60,"Percentage of male and female intentional homicide victims, Female",Bermuda,2010,0.0
60,Assault (%),Bermuda,2010,964.7
60,Kidnapping (%),Bermuda,2010,1.6
60,Theft (%),Bermuda,2010,950.7
60,Robbery (%),Bermuda,2010,154.8
60,Sexual Violence (%),Bermuda,2010,143.9
60,Homicide (%),Bermuda,2015,6.5
60,"Percentage of male and female intentional homicide victims, Male",Bermuda,2015,13.6
60,"Percentage of male and female intentional homicide victims, Female",Bermuda,2015,0.0
60,Assault (%),Bermuda,2015,93.5
60,Kidnapping (%),Bermuda,2015,1.6
60,Theft (%),Bermuda,2015,
60,Robbery (%),Bermuda,2015,74.2
60,Sexual Violence (%),Bermuda,2015,137.1
60,Homicide (%),Bermuda,2016,13.0
60,"Percentage of male and female intentional homicide victims, Male",Bermuda,2016,27.2
60,"Percentage of male and female intentional homicide victims, Female",Bermuda,2016,0.0
60,Assault (%),Bermuda,2016,74.5
60,Theft (%),Bermuda,2016,
64,Homicide (%),Bhutan,2005,1.7
64,Homicide (%),Bhutan,2010,2.2
64,Assault (%),Bhutan,2010,9.2
64,Kidnapping (%),Bhutan,2010,0.1
64,Theft (%),Bhutan,2010,67.2
64,Robbery (%),Bhutan,2010,6.5
64,Sexual Violence (%),Bhutan,2010,9.9
64,Homicide (%),Bhutan,2013,3.1
64,Assault (%),Bhutan,2013,1.7
64,Kidnapping (%),Bhutan,2013,0.1
64,Theft (%),Bhutan,2013,75.4
64,Robbery (%),Bhutan,2013,5.4
64,Sexual Violence (%),Bhutan,2013,8.5
64,Kidnapping (%),Bhutan,2014,0.8
64,Theft (%),Bhutan,2014,68.5
64,Sexual Violence (%),Bhutan,2014,10.6
64,Homicide (%),Bhutan,2016,1.1
64,"Percentage of male and female intentional homicide victims, Male",Bhutan,2016,1.2
64,"Percentage of male and female intentional homicide victims, Female",Bhutan,2016,1.1
68,Homicide (%),Bolivia (Plurin. State of),2005,5.2
68,Assault (%),Bolivia (Plurin. State of),2005,66.0
68,Kidnapping (%),Bolivia (Plurin. State of),2005,1.1
68,Theft (%),Bolivia (Plurin. State of),2005,41.6
68,Robbery (%),Bolivia (Plurin. State of),2005,93.9
68,Sexual Violence (%),Bolivia (Plurin. State of),2005,18.9
68,Homicide (%),Bolivia (Plurin. State of),2008,8.6
68,"Percentage of male and female intentional homicide victims, Male",Bolivia (Plurin. State of),2008,14.4
68,"Percentage of male and female intentional homicide victims, Female",Bolivia (Plurin. State of),2008,2.9
68,Assault (%),Bolivia (Plurin. State of),2008,72.8
68,Kidnapping (%),Bolivia (Plurin. State of),2008,1.3
68,Theft (%),Bolivia (Plurin. State of),2008,50.3
68,Robbery (%),Bolivia (Plurin. State of),2008,137.4
68,Sexual Violence (%),Bolivia (Plurin. State of),2008,26.8
68,Homicide (%),Bolivia (Plurin. State of),2010,12.8
68,Assault (%),Bolivia (Plurin. State of),2010,85.2
68,Kidnapping (%),Bolivia (Plurin. State of),2010,0.9
68,Theft (%),Bolivia (Plurin. State of),2010,50.9
68,Robbery (%),Bolivia (Plurin. State of),2010,125.7
68,Sexual Violence (%),Bolivia (Plurin. State of),2010,39.8
68,Homicide (%),Bolivia (Plurin. State of),2012,11.9
68,Assault (%),Bolivia (Plurin. State of),2012,72.5
68,Kidnapping (%),Bolivia (Plurin. State of),2012,1.0
68,Theft (%),Bolivia (Plurin. State of),2012,50.8
68,Robbery (%),Bolivia (Plurin. State of),2012,140.7
68,Sexual Violence (%),Bolivia (Plurin. State of),2012,47.1
68,Homicide (%),Bolivia (Plurin. State of),2016,6.3
68,"Percentage of male and female intentional homicide victims, Male",Bolivia (Plurin. State of),2016,8.3
68,"Percentage of male and female intentional homicide victims, Female",Bolivia (Plurin. State of),2016,4.3
68,Assault (%),Bolivia (Plurin. State of),2016,74.5
68,Kidnapping (%),Bolivia (Plurin. State of),2016,0.4
70,Homicide (%),Bosnia and Herzegovina,2002,2.4
70,"Percentage of male and female intentional homicide victims, Male",Bosnia and Herzegovina,2002,3.5
70,"Percentage of male and female intentional homicide victims, Female",Bosnia and Herzegovina,2002,1.3
70,Homicide (%),Bosnia and Herzegovina,2005,1.9
70,Assault (%),Bosnia and Herzegovina,2005,36.2
70,Kidnapping (%),Bosnia and Herzegovina,2005,0.2
70,Theft (%),Bosnia and Herzegovina,2005,487.0
70,Robbery (%),Bosnia and Herzegovina,2005,20.0
70,Homicide (%),Bosnia and Herzegovina,2008,1.8
70,Assault (%),Bosnia and Herzegovina,2008,39.2
70,Kidnapping (%),Bosnia and Herzegovina,2008,0.2
70,Theft (%),Bosnia and Herzegovina,2008,171.5
70,Robbery (%),Bosnia and Herzegovina,2008,19.8
70,Sexual Violence (%),Bosnia and Herzegovina,2008,4.4
70,Homicide (%),Bosnia and Herzegovina,2010,1.5
70,"Percentage of male and female intentional homicide victims, Male",Bosnia and Herzegovina,2010,2.5
70,"Percentage of male and female intentional homicide victims, Female",Bosnia and Herzegovina,2010,0.5
70,Assault (%),Bosnia and Herzegovina,2010,13.6
70,Kidnapping (%),Bosnia and Herzegovina,2010,0.0
70,Theft (%),Bosnia and Herzegovina,2010,305.3
70,Sexual Violence (%),Bosnia and Herzegovina,2010,3.8
70,Homicide (%),Bosnia and Herzegovina,2015,1.6
70,"Percentage of male and female intentional homicide victims, Male",Bosnia and Herzegovina,2015,2.2
70,"Percentage of male and female intentional homicide victims, Female",Bosnia and Herzegovina,2015,1.0
70,Assault (%),Bosnia and Herzegovina,2015,28.1
70,Kidnapping (%),Bosnia and Herzegovina,2015,0.0
70,Theft (%),Bosnia and Herzegovina,2015,137.8
