Country ID,Education Source Data,Country Name,Year,Education Spend (%),Source Data,GDP
8,GDP,Albania,2015,3.44,GDP in 2010 dollars ($),13033.0
8,Government Expenditure,Albania,2016,13.6,GDP (millions of $),11884.0
8,Government Expenditure,Albania,2016,13.6,GDP per Capita ($),4061.0
8,Government Expenditure,Albania,2016,13.6,GDP in 2010 dollars ($),13470.0
8,GDP,Albania,2016,3.95,GDP (millions of $),11884.0
8,GDP,Albania,2016,3.95,GDP per Capita ($),4061.0
8,GDP,Albania,2016,3.95,GDP in 2010 dollars ($),13470.0
20,GDP,Andorra,2005,1.6,GDP (millions of $),3256.0
20,GDP,Andorra,2005,1.6,GDP per Capita ($),41281.0
20,GDP,Andorra,2005,1.6,GDP in 2010 dollars ($),3851.0
20,GDP,Andorra,2010,3.06,GDP (millions of $),3355.0
20,GDP,Andorra,2010,3.06,GDP per Capita ($),39734.0
20,GDP,Andorra,2010,3.06,GDP in 2010 dollars ($),3355.0
20,GDP,Andorra,2017,3.2,GDP (millions of $),3013.0
20,GDP,Andorra,2017,3.2,GDP per Capita ($),39153.0
20,GDP,Andorra,2017,3.2,GDP in 2010 dollars ($),3377.0
24,Government Expenditure,Angola,2005,7.99,GDP (millions of $),36971.0
24,Government Expenditure,Angola,2005,7.99,GDP per Capita ($),1891.0
24,Government Expenditure,Angola,2005,7.99,GDP in 2010 dollars ($),55997.0
24,GDP,Angola,2005,2.78,GDP (millions of $),36971.0
24,GDP,Angola,2005,2.78,GDP per Capita ($),1891.0
24,GDP,Angola,2005,2.78,GDP in 2010 dollars ($),55997.0
24,Government Expenditure,Angola,2010,8.68,GDP (millions of $),83799.0
24,Government Expenditure,Angola,2010,8.68,GDP per Capita ($),3586.0
24,Government Expenditure,Angola,2010,8.68,GDP in 2010 dollars ($),83799.0
24,GDP,Angola,2010,3.47,GDP (millions of $),83799.0
24,GDP,Angola,2010,3.47,GDP per Capita ($),3586.0
24,GDP,Angola,2010,3.47,GDP in 2010 dollars ($),83799.0
660,GDP,Anguilla,2005,2.95,GDP (millions of $),229.0
660,GDP,Anguilla,2005,2.95,GDP per Capita ($),18129.0
660,GDP,Anguilla,2005,2.95,GDP in 2010 dollars ($),256.0
32,Government Expenditure,Argentina,2005,15.81,GDP (millions of $),200622.0
32,Government Expenditure,Argentina,2005,15.81,GDP per Capita ($),5125.0
32,Government Expenditure,Argentina,2005,15.81,GDP in 2010 dollars ($),335871.0
32,GDP,Argentina,2005,3.86,GDP (millions of $),200622.0
32,GDP,Argentina,2005,3.86,GDP per Capita ($),5125.0
32,GDP,Argentina,2005,3.86,GDP in 2010 dollars ($),335871.0
32,Government Expenditure,Argentina,2010,15.05,GDP (millions of $),426487.0
32,Government Expenditure,Argentina,2010,15.05,GDP per Capita ($),10346.0
32,Government Expenditure,Argentina,2010,15.05,GDP in 2010 dollars ($),426487.0
32,GDP,Argentina,2010,5.02,GDP (millions of $),426487.0
32,GDP,Argentina,2010,5.02,GDP per Capita ($),10346.0
32,GDP,Argentina,2010,5.02,GDP in 2010 dollars ($),426487.0
32,Government Expenditure,Argentina,2016,13.38,GDP (millions of $),554862.0
32,Government Expenditure,Argentina,2016,13.38,GDP per Capita ($),12654.0
32,Government Expenditure,Argentina,2016,13.38,GDP in 2010 dollars ($),450539.0
32,GDP,Argentina,2016,5.57,GDP (millions of $),554862.0
32,GDP,Argentina,2016,5.57,GDP per Capita ($),12654.0
32,GDP,Argentina,2016,5.57,GDP in 2010 dollars ($),450539.0
51,Government Expenditure,Armenia,2005,13.65,GDP (millions of $),5226.0
51,Government Expenditure,Armenia,2005,13.65,GDP per Capita ($),1753.0
51,Government Expenditure,Armenia,2005,13.65,GDP in 2010 dollars ($),8172.0
51,GDP,Armenia,2005,2.71,GDP (millions of $),5226.0
51,GDP,Armenia,2005,2.71,GDP per Capita ($),1753.0
51,GDP,Armenia,2005,2.71,GDP in 2010 dollars ($),8172.0
51,Government Expenditure,Armenia,2010,12.4,GDP (millions of $),9875.0
51,Government Expenditure,Armenia,2010,12.4,GDP per Capita ($),3432.0
51,Government Expenditure,Armenia,2010,12.4,GDP in 2010 dollars ($),9875.0
51,GDP,Armenia,2010,3.25,GDP (millions of $),9875.0
51,GDP,Armenia,2010,3.25,GDP per Capita ($),3432.0
51,GDP,Armenia,2010,3.25,GDP in 2010 dollars ($),9875.0
51,Government Expenditure,Armenia,2016,10.2,GDP (millions of $),10546.0
51,Government Expenditure,Armenia,2016,10.2,GDP per Capita ($),3606.0
51,Government Expenditure,Armenia,2016,10.2,GDP in 2010 dollars ($),12257.0
51,GDP,Armenia,2016,2.76,GDP (millions of $),10546.0
51,GDP,Armenia,2016,2.76,GDP per Capita ($),3606.0
51,GDP,Armenia,2016,2.76,GDP in 2010 dollars ($),12257.0
533,GDP,Aruba,2005,4.68,GDP (millions of $),2331.0
533,GDP,Aruba,2005,4.68,GDP per Capita ($),23303.0
533,GDP,Aruba,2005,4.68,GDP in 2010 dollars ($),2702.0
533,GDP,Aruba,2010,6.71,GDP (millions of $),2391.0
533,GDP,Aruba,2010,6.71,GDP per Capita ($),23513.0
533,GDP,Aruba,2010,6.71,GDP in 2010 dollars ($),2391.0
533,GDP,Aruba,2016,6.14,GDP (millions of $),2647.0
533,GDP,Aruba,2016,6.14,GDP per Capita ($),25252.0
533,GDP,Aruba,2016,6.14,GDP in 2010 dollars ($),2548.0
36,Government Expenditure,Australia,2005,13.59,GDP (millions of $),760397.0
36,Government Expenditure,Australia,2005,13.59,GDP per Capita ($),37571.0
36,Government Expenditure,Australia,2005,13.59,GDP in 2010 dollars ($),1131642.0
36,GDP,Australia,2005,4.92,GDP (millions of $),760397.0
36,GDP,Australia,2005,4.92,GDP per Capita ($),37571.0
36,GDP,Australia,2005,4.92,GDP in 2010 dollars ($),1131642.0
36,Government Expenditure,Australia,2010,14.33,GDP (millions of $),1297259.0
36,Government Expenditure,Australia,2010,14.33,GDP per Capita ($),58646.0
36,Government Expenditure,Australia,2010,14.33,GDP in 2010 dollars ($),1297259.0
36,GDP,Australia,2010,5.56,GDP (millions of $),1297259.0
36,GDP,Australia,2010,5.56,GDP per Capita ($),58646.0
36,GDP,Australia,2010,5.56,GDP in 2010 dollars ($),1297259.0
36,Government Expenditure,Australia,2015,14.08,GDP (millions of $),1246800.0
36,Government Expenditure,Australia,2015,14.08,GDP per Capita ($),52388.0
36,Government Expenditure,Australia,2015,14.08,GDP in 2010 dollars ($),1493121.0
36,GDP,Australia,2015,5.32,GDP (millions of $),1246800.0
36,GDP,Australia,2015,5.32,GDP per Capita ($),52388.0
36,GDP,Australia,2015,5.32,GDP in 2010 dollars ($),1493121.0
40,Government Expenditure,Austria,2005,10.26,GDP (millions of $),315967.0
40,Government Expenditure,Austria,2005,10.26,GDP per Capita ($),38282.0
40,Government Expenditure,Austria,2005,10.26,GDP in 2010 dollars ($),367273.0
40,GDP,Austria,2005,5.25,GDP (millions of $),315967.0
40,GDP,Austria,2005,5.25,GDP per Capita ($),38282.0
40,GDP,Austria,2005,5.25,GDP in 2010 dollars ($),367273.0
40,Government Expenditure,Austria,2010,10.79,GDP (millions of $),391893.0
40,Government Expenditure,Austria,2010,10.79,GDP per Capita ($),46599.0
40,Government Expenditure,Austria,2010,10.79,GDP in 2010 dollars ($),391893.0
40,GDP,Austria,2010,5.7,GDP (millions of $),391893.0
40,GDP,Austria,2010,5.7,GDP per Capita ($),46599.0
40,GDP,Austria,2010,5.7,GDP in 2010 dollars ($),391893.0
40,Government Expenditure,Austria,2015,10.69,GDP (millions of $),381806.0
40,Government Expenditure,Austria,2015,10.69,GDP per Capita ($),43994.0
40,Government Expenditure,Austria,2015,10.69,GDP in 2010 dollars ($),413555.0
40,GDP,Austria,2015,5.45,GDP (millions of $),381806.0
40,GDP,Austria,2015,5.45,GDP per Capita ($),43994.0
40,GDP,Austria,2015,5.45,GDP in 2010 dollars ($),413555.0
31,Government Expenditure,Azerbaijan,2005,13.22,GDP (millions of $),13245.0
31,Government Expenditure,Azerbaijan,2005,13.22,GDP per Capita ($),1551.0
31,Government Expenditure,Azerbaijan,2005,13.22,GDP in 2010 dollars ($),24742.0
31,GDP,Azerbaijan,2005,2.97,GDP (millions of $),13245.0
31,GDP,Azerbaijan,2005,2.97,GDP per Capita ($),1551.0
31,GDP,Azerbaijan,2005,2.97,GDP in 2010 dollars ($),24742.0
31,Government Expenditure,Azerbaijan,2010,8.7,GDP (millions of $),52906.0
31,Government Expenditure,Azerbaijan,2010,8.7,GDP per Capita ($),5857.0
31,Government Expenditure,Azerbaijan,2010,8.7,GDP in 2010 dollars ($),52906.0
31,GDP,Azerbaijan,2010,2.78,GDP (millions of $),52906.0
31,GDP,Azerbaijan,2010,2.78,GDP per Capita ($),5857.0
31,GDP,Azerbaijan,2010,2.78,GDP in 2010 dollars ($),52906.0
31,Government Expenditure,Azerbaijan,2016,8.2,GDP (millions of $),37867.0
31,Government Expenditure,Azerbaijan,2016,8.2,GDP per Capita ($),3894.0
31,Government Expenditure,Azerbaijan,2016,8.2,GDP in 2010 dollars ($),56722.0
31,GDP,Azerbaijan,2016,2.9,GDP (millions of $),37867.0
31,GDP,Azerbaijan,2016,2.9,GDP per Capita ($),3894.0
31,GDP,Azerbaijan,2016,2.9,GDP in 2010 dollars ($),56722.0
48,Government Expenditure,Bahrain,2015,7.3,GDP (millions of $),31126.0
48,Government Expenditure,Bahrain,2015,7.3,GDP per Capita ($),22689.0
48,Government Expenditure,Bahrain,2015,7.3,GDP in 2010 dollars ($),30781.0
48,GDP,Bahrain,2015,2.67,GDP (millions of $),31126.0
48,GDP,Bahrain,2015,2.67,GDP per Capita ($),22689.0
48,GDP,Bahrain,2015,2.67,GDP in 2010 dollars ($),30781.0
48,Government Expenditure,Bahrain,2017,7.18,GDP (millions of $),35326.0
48,Government Expenditure,Bahrain,2017,7.18,GDP per Capita ($),23668.0
48,Government Expenditure,Bahrain,2017,7.18,GDP in 2010 dollars ($),33039.0
48,GDP,Bahrain,2017,2.34,GDP (millions of $),35326.0
48,GDP,Bahrain,2017,2.34,GDP per Capita ($),23668.0
48,GDP,Bahrain,2017,2.34,GDP in 2010 dollars ($),33039.0
50,Government Expenditure,Bangladesh,2016,11.42,GDP (millions of $),220316.0
50,Government Expenditure,Bangladesh,2016,11.42,GDP per Capita ($),1352.0
50,Government Expenditure,Bangladesh,2016,11.42,GDP in 2010 dollars ($),166649.0
50,GDP,Bangladesh,2016,1.54,GDP (millions of $),220316.0
50,GDP,Bangladesh,2016,1.54,GDP per Capita ($),1352.0
50,GDP,Bangladesh,2016,1.54,GDP in 2010 dollars ($),166649.0
52,Government Expenditure,Barbados,2005,18.24,GDP (millions of $),3897.0
52,Government Expenditure,Barbados,2005,18.24,GDP per Capita ($),14223.0
52,Government Expenditure,Barbados,2005,18.24,GDP in 2010 dollars ($),4209.0
52,GDP,Barbados,2005,5.56,GDP (millions of $),3897.0
52,GDP,Barbados,2005,5.56,GDP per Capita ($),14223.0
52,GDP,Barbados,2005,5.56,GDP in 2010 dollars ($),4209.0
52,Government Expenditure,Barbados,2010,18.1,GDP (millions of $),4365.0
52,Government Expenditure,Barbados,2010,18.1,GDP per Capita ($),15613.0
52,Government Expenditure,Barbados,2010,18.1,GDP in 2010 dollars ($),4365.0
52,GDP,Barbados,2010,6.1,GDP (millions of $),4365.0
52,GDP,Barbados,2010,6.1,GDP per Capita ($),15613.0
52,GDP,Barbados,2010,6.1,GDP in 2010 dollars ($),4365.0
52,Government Expenditure,Barbados,2016,14.06,GDP (millions of $),4572.0
52,Government Expenditure,Barbados,2016,14.06,GDP per Capita ($),16043.0
52,Government Expenditure,Barbados,2016,14.06,GDP in 2010 dollars ($),4521.0
52,GDP,Barbados,2016,5.09,GDP (millions of $),4572.0
52,GDP,Barbados,2016,5.09,GDP per Capita ($),16043.0
52,GDP,Barbados,2016,5.09,GDP in 2010 dollars ($),4521.0
52,Government Expenditure,Barbados,2017,12.88,GDP (millions of $),4713.0
52,Government Expenditure,Barbados,2017,12.88,GDP per Capita ($),16494.0
52,Government Expenditure,Barbados,2017,12.88,GDP in 2010 dollars ($),4561.0
52,GDP,Barbados,2017,4.66,GDP (millions of $),4713.0
52,GDP,Barbados,2017,4.66,GDP per Capita ($),16494.0
52,GDP,Barbados,2017,4.66,GDP in 2010 dollars ($),4561.0
112,Government Expenditure,Belarus,2005,12.62,GDP (millions of $),31232.0
112,Government Expenditure,Belarus,2005,12.62,GDP per Capita ($),3246.0
112,Government Expenditure,Belarus,2005,12.62,GDP in 2010 dollars ($),40278.0
112,GDP,Belarus,2005,5.87,GDP (millions of $),31232.0
112,GDP,Belarus,2005,5.87,GDP per Capita ($),3246.0
112,GDP,Belarus,2005,5.87,GDP in 2010 dollars ($),40278.0
112,Government Expenditure,Belarus,2010,11.78,GDP (millions of $),57232.0
112,Government Expenditure,Belarus,2010,11.78,GDP per Capita ($),6042.0
112,Government Expenditure,Belarus,2010,11.78,GDP in 2010 dollars ($),57232.0
112,GDP,Belarus,2010,5.22,GDP (millions of $),57232.0
112,GDP,Belarus,2010,5.22,GDP per Capita ($),6042.0
112,GDP,Belarus,2010,5.22,GDP in 2010 dollars ($),57232.0
112,Government Expenditure,Belarus,2017,12.28,GDP (millions of $),54441.0
112,Government Expenditure,Belarus,2017,12.28,GDP per Capita ($),5750.0
112,Government Expenditure,Belarus,2017,12.28,GDP in 2010 dollars ($),60667.0
112,GDP,Belarus,2017,4.82,GDP (millions of $),54441.0
112,GDP,Belarus,2017,4.82,GDP per Capita ($),5750.0
112,GDP,Belarus,2017,4.82,GDP in 2010 dollars ($),60667.0
56,Government Expenditure,Belgium,2005,11.17,GDP (millions of $),387356.0
56,Government Expenditure,Belgium,2005,11.17,GDP per Capita ($),36727.0
56,Government Expenditure,Belgium,2005,11.17,GDP in 2010 dollars ($),450521.0
56,Government Expenditure,Belgium,2010,12.01,GDP (millions of $),483548.0
56,Government Expenditure,Belgium,2010,12.01,GDP per Capita ($),44205.0
56,Government Expenditure,Belgium,2010,12.01,GDP in 2010 dollars ($),483548.0
56,Government Expenditure,Belgium,2015,12.17,GDP (millions of $),455838.0
56,Government Expenditure,Belgium,2015,12.17,GDP per Capita ($),40383.0
56,Government Expenditure,Belgium,2015,12.17,GDP in 2010 dollars ($),509186.0
56,GDP,Belgium,2015,6.55,GDP (millions of $),455838.0
56,GDP,Belgium,2015,6.55,GDP per Capita ($),40383.0
56,GDP,Belgium,2015,6.55,GDP in 2010 dollars ($),509186.0
84,Government Expenditure,Belize,2010,23.05,GDP (millions of $),1397.0
84,Government Expenditure,Belize,2010,23.05,GDP per Capita ($),4344.0
84,Government Expenditure,Belize,2010,23.05,GDP in 2010 dollars ($),1397.0
84,GDP,Belize,2010,6.62,GDP (millions of $),1397.0
84,GDP,Belize,2010,6.62,GDP per Capita ($),4344.0
84,GDP,Belize,2010,6.62,GDP in 2010 dollars ($),1397.0
84,Government Expenditure,Belize,2017,21.68,GDP (millions of $),1902.0
84,Government Expenditure,Belize,2017,21.68,GDP per Capita ($),5077.0
84,Government Expenditure,Belize,2017,21.68,GDP in 2010 dollars ($),1610.0
84,GDP,Belize,2017,7.09,GDP (millions of $),1902.0
84,GDP,Belize,2017,7.09,GDP per Capita ($),5077.0
84,GDP,Belize,2017,7.09,GDP in 2010 dollars ($),1610.0
204,Government Expenditure,Benin,2005,18.79,GDP (millions of $),4804.0
204,Government Expenditure,Benin,2005,18.79,GDP per Capita ($),602.0
204,Government Expenditure,Benin,2005,18.79,GDP in 2010 dollars ($),5773.0
204,GDP,Benin,2005,3.63,GDP (millions of $),4804.0
204,GDP,Benin,2005,3.63,GDP per Capita ($),602.0
204,GDP,Benin,2005,3.63,GDP in 2010 dollars ($),5773.0
204,Government Expenditure,Benin,2010,26.14,GDP (millions of $),6970.0
204,Government Expenditure,Benin,2010,26.14,GDP per Capita ($),758.0
204,Government Expenditure,Benin,2010,26.14,GDP in 2010 dollars ($),6970.0
204,GDP,Benin,2010,5.03,GDP (millions of $),6970.0
204,GDP,Benin,2010,5.03,GDP per Capita ($),758.0
204,GDP,Benin,2010,5.03,GDP in 2010 dollars ($),6970.0
204,Government Expenditure,Benin,2015,17.48,GDP (millions of $),8454.0
204,Government Expenditure,Benin,2015,17.48,GDP per Capita ($),799.0
204,Government Expenditure,Benin,2015,17.48,GDP in 2010 dollars ($),9108.0
204,GDP,Benin,2015,4.36,GDP (millions of $),8454.0
204,GDP,Benin,2015,4.36,GDP per Capita ($),799.0
204,GDP,Benin,2015,4.36,GDP in 2010 dollars ($),9108.0
204,Government Expenditure,Benin,2016,18.79,GDP (millions of $),8572.0
204,Government Expenditure,Benin,2016,18.79,GDP per Capita ($),788.0
204,Government Expenditure,Benin,2016,18.79,GDP in 2010 dollars ($),9563.0
204,GDP,Benin,2016,3.99,GDP (millions of $),8572.0
204,GDP,Benin,2016,3.99,GDP per Capita ($),788.0
204,GDP,Benin,2016,3.99,GDP in 2010 dollars ($),9563.0
60,GDP,Bermuda,2005,1.99,GDP (millions of $),4868.0
60,GDP,Bermuda,2005,1.99,GDP per Capita ($),74745.0
60,GDP,Bermuda,2005,1.99,GDP in 2010 dollars ($),5840.0
60,GDP,Bermuda,2010,2.64,GDP (millions of $),5853.0
60,GDP,Bermuda,2010,2.64,GDP per Capita ($),91516.0
60,GDP,Bermuda,2010,2.64,GDP in 2010 dollars ($),5853.0
60,GDP,Bermuda,2015,1.69,GDP (millions of $),5891.0
60,GDP,Bermuda,2015,1.69,GDP per Capita ($),95006.0
60,GDP,Bermuda,2015,1.69,GDP in 2010 dollars ($),5244.0
60,GDP,Bermuda,2017,1.49,GDP (millions of $),6269.0
60,GDP,Bermuda,2017,1.49,GDP per Capita ($),102192.0
60,GDP,Bermuda,2017,1.49,GDP in 2010 dollars ($),5369.0
64,Government Expenditure,Bhutan,2005,22.85,GDP (millions of $),819.0
64,Government Expenditure,Bhutan,2005,22.85,GDP per Capita ($),1247.0
64,Government Expenditure,Bhutan,2005,22.85,GDP in 2010 dollars ($),1008.0
64,GDP,Bhutan,2005,7.08,GDP (millions of $),819.0
64,GDP,Bhutan,2005,7.08,GDP per Capita ($),1247.0
64,GDP,Bhutan,2005,7.08,GDP in 2010 dollars ($),1008.0
64,Government Expenditure,Bhutan,2010,11.03,GDP (millions of $),1585.0
64,Government Expenditure,Bhutan,2010,11.03,GDP per Capita ($),2179.0
64,Government Expenditure,Bhutan,2010,11.03,GDP in 2010 dollars ($),1585.0
64,GDP,Bhutan,2010,4.02,GDP (millions of $),1585.0
64,GDP,Bhutan,2010,4.02,GDP per Capita ($),2179.0
64,GDP,Bhutan,2010,4.02,GDP in 2010 dollars ($),1585.0
64,Government Expenditure,Bhutan,2015,26.35,GDP (millions of $),2059.0
64,Government Expenditure,Bhutan,2015,26.35,GDP per Capita ($),2615.0
64,Government Expenditure,Bhutan,2015,26.35,GDP in 2010 dollars ($),2069.0
64,GDP,Bhutan,2015,7.39,GDP (millions of $),2059.0
64,GDP,Bhutan,2015,7.39,GDP per Capita ($),2615.0
64,GDP,Bhutan,2015,7.39,GDP in 2010 dollars ($),2069.0
64,Government Expenditure,Bhutan,2017,24.04,GDP (millions of $),2562.0
64,Government Expenditure,Bhutan,2017,24.04,GDP per Capita ($),3173.0
64,Government Expenditure,Bhutan,2017,24.04,GDP in 2010 dollars ($),2369.0
64,GDP,Bhutan,2017,7.05,GDP (millions of $),2562.0
64,GDP,Bhutan,2017,7.05,GDP per Capita ($),3173.0
64,GDP,Bhutan,2017,7.05,GDP in 2010 dollars ($),2369.0
68,Government Expenditure,Bolivia (Plurin. State of),2010,24.13,GDP (millions of $),19650.0
68,Government Expenditure,Bolivia (Plurin. State of),2010,24.13,GDP per Capita ($),1981.0
68,Government Expenditure,Bolivia (Plurin. State of),2010,24.13,GDP in 2010 dollars ($),19650.0
68,GDP,Bolivia (Plurin. State of),2010,7.6,GDP (millions of $),19650.0
68,GDP,Bolivia (Plurin. State of),2010,7.6,GDP per Capita ($),1981.0
68,GDP,Bolivia (Plurin. State of),2010,7.6,GDP in 2010 dollars ($),19650.0
72,Government Expenditure,Botswana,2005,25.82,GDP (millions of $),9931.0
72,Government Expenditure,Botswana,2005,25.82,GDP per Capita ($),5351.0
72,Government Expenditure,Botswana,2005,25.82,GDP in 2010 dollars ($),10231.0
72,GDP,Botswana,2005,10.68,GDP (millions of $),9931.0
72,GDP,Botswana,2005,10.68,GDP per Capita ($),5351.0
72,GDP,Botswana,2005,10.68,GDP in 2010 dollars ($),10231.0
76,Government Expenditure,Brazil,2005,11.26,GDP (millions of $),891634.0
76,Government Expenditure,Brazil,2005,11.26,GDP per Capita ($),4770.0
76,Government Expenditure,Brazil,2005,11.26,GDP in 2010 dollars ($),1774773.0
76,GDP,Brazil,2005,4.48,GDP (millions of $),891634.0
76,GDP,Brazil,2005,4.48,GDP per Capita ($),4770.0
76,GDP,Brazil,2005,4.48,GDP in 2010 dollars ($),1774773.0
76,Government Expenditure,Brazil,2010,14.56,GDP (millions of $),2208838.0
76,Government Expenditure,Brazil,2010,14.56,GDP per Capita ($),11224.0
76,Government Expenditure,Brazil,2010,14.56,GDP in 2010 dollars ($),2208838.0
76,GDP,Brazil,2010,5.65,GDP (millions of $),2208838.0
76,GDP,Brazil,2010,5.65,GDP per Capita ($),11224.0
76,GDP,Brazil,2010,5.65,GDP in 2010 dollars ($),2208838.0
76,Government Expenditure,Brazil,2015,16.25,GDP (millions of $),1802212.0
76,Government Expenditure,Brazil,2015,16.25,GDP per Capita ($),8750.0
76,Government Expenditure,Brazil,2015,16.25,GDP in 2010 dollars ($),2331897.0
76,GDP,Brazil,2015,6.24,GDP (millions of $),1802212.0
76,GDP,Brazil,2015,6.24,GDP per Capita ($),8750.0
76,GDP,Brazil,2015,6.24,GDP in 2010 dollars ($),2331897.0
92,GDP,British Virgin Islands,2005,3.55,GDP (millions of $),853.0
92,GDP,British Virgin Islands,2005,3.55,GDP per Capita ($),36802.0
92,GDP,British Virgin Islands,2005,3.55,GDP in 2010 dollars ($),921.0
92,GDP,British Virgin Islands,2010,4.45,GDP (millions of $),876.0
92,GDP,British Virgin Islands,2010,4.45,GDP per Capita ($),32183.0
92,GDP,British Virgin Islands,2010,4.45,GDP in 2010 dollars ($),876.0
92,GDP,British Virgin Islands,2015,6.32,GDP (millions of $),955.0
92,GDP,British Virgin Islands,2015,6.32,GDP per Capita ($),31698.0
92,GDP,British Virgin Islands,2015,6.32,GDP in 2010 dollars ($),889.0
96,Government Expenditure,Brunei Darussalam,2010,5.3,GDP (millions of $),13707.0
96,Government Expenditure,Brunei Darussalam,2010,5.3,GDP per Capita ($),35267.0
96,Government Expenditure,Brunei Darussalam,2010,5.3,GDP in 2010 dollars ($),13707.0
96,GDP,Brunei Darussalam,2010,2.05,GDP (millions of $),13707.0
96,GDP,Brunei Darussalam,2010,2.05,GDP per Capita ($),35267.0
96,GDP,Brunei Darussalam,2010,2.05,GDP in 2010 dollars ($),13707.0
96,Government Expenditure,Brunei Darussalam,2016,11.44,GDP (millions of $),11400.0
96,Government Expenditure,Brunei Darussalam,2016,11.44,GDP per Capita ($),26939.0
96,Government Expenditure,Brunei Darussalam,2016,11.44,GDP in 2010 dollars ($),13301.0
96,GDP,Brunei Darussalam,2016,4.43,GDP (millions of $),11400.0
96,GDP,Brunei Darussalam,2016,4.43,GDP per Capita ($),26939.0
96,GDP,Brunei Darussalam,2016,4.43,GDP in 2010 dollars ($),13301.0
100,Government Expenditure,Bulgaria,2005,12.07,GDP (millions of $),29636.0
100,Government Expenditure,Bulgaria,2005,12.07,GDP per Capita ($),3857.0
100,Government Expenditure,Bulgaria,2005,12.07,GDP in 2010 dollars ($),42593.0
100,GDP,Bulgaria,2005,4.14,GDP (millions of $),29636.0
100,GDP,Bulgaria,2005,4.14,GDP per Capita ($),3857.0
100,GDP,Bulgaria,2005,4.14,GDP in 2010 dollars ($),42593.0
100,Government Expenditure,Bulgaria,2010,11.16,GDP (millions of $),50610.0
100,Government Expenditure,Bulgaria,2010,11.16,GDP per Capita ($),6835.0
100,Government Expenditure,Bulgaria,2010,11.16,GDP in 2010 dollars ($),50610.0
100,GDP,Bulgaria,2010,3.86,GDP (millions of $),50610.0
100,GDP,Bulgaria,2010,3.86,GDP per Capita ($),6835.0
100,GDP,Bulgaria,2010,3.86,GDP in 2010 dollars ($),50610.0
854,Government Expenditure,Burkina Faso,2005,19.49,GDP (millions of $),5463.0
854,Government Expenditure,Burkina Faso,2005,19.49,GDP per Capita ($),407.0
854,Government Expenditure,Burkina Faso,2005,19.49,GDP in 2010 dollars ($),6872.0
854,GDP,Burkina Faso,2005,4.43,GDP (millions of $),5463.0
854,GDP,Burkina Faso,2005,4.43,GDP per Capita ($),407.0
854,GDP,Burkina Faso,2005,4.43,GDP in 2010 dollars ($),6872.0
854,Government Expenditure,Burkina Faso,2010,16.17,GDP (millions of $),8980.0
854,Government Expenditure,Burkina Faso,2010,16.17,GDP per Capita ($),575.0
854,Government Expenditure,Burkina Faso,2010,16.17,GDP in 2010 dollars ($),8980.0
854,GDP,Burkina Faso,2010,3.94,GDP (millions of $),8980.0
854,GDP,Burkina Faso,2010,3.94,GDP per Capita ($),575.0
854,GDP,Burkina Faso,2010,3.94,GDP in 2010 dollars ($),8980.0
854,Government Expenditure,Burkina Faso,2015,18.03,GDP (millions of $),10416.0
854,Government Expenditure,Burkina Faso,2015,18.03,GDP per Capita ($),575.0
854,Government Expenditure,Burkina Faso,2015,18.03,GDP in 2010 dollars ($),11688.0
