Country ID,Education Source Data,Country Name,Year,Education Spend (%),Source Data,"Rate per 100,000"
51,Government Expenditure,Armenia,2010,12.4,Homicide (%),1.9
51,Government Expenditure,Armenia,2010,12.4,Assault (%),5.4
51,Government Expenditure,Armenia,2010,12.4,Kidnapping (%),1.4
51,Government Expenditure,Armenia,2010,12.4,Theft (%),127.3
51,Government Expenditure,Armenia,2010,12.4,Robbery (%),12.4
51,Government Expenditure,Armenia,2010,12.4,Sexual Violence (%),2.8
51,Government Expenditure,Armenia,2016,10.2,Homicide (%),3.0
51,Government Expenditure,Armenia,2016,10.2,Assault (%),6.4
51,Government Expenditure,Armenia,2016,10.2,Kidnapping (%),1.7
51,Government Expenditure,Armenia,2016,10.2,Theft (%),194.3
51,Government Expenditure,Armenia,2016,10.2,Robbery (%),10.5
36,Government Expenditure,Australia,2005,13.59,Homicide (%),1.3
36,Government Expenditure,Australia,2005,13.59,Theft (%),
36,Government Expenditure,Australia,2010,14.33,Homicide (%),1.0
36,Government Expenditure,Australia,2010,14.33,Assault (%),310.4
36,Government Expenditure,Australia,2010,14.33,Kidnapping (%),2.8
36,Government Expenditure,Australia,2010,14.33,Theft (%),
36,Government Expenditure,Australia,2010,14.33,Robbery (%),66.2
36,Government Expenditure,Australia,2010,14.33,Sexual Violence (%),85.1
36,Government Expenditure,Australia,2015,14.08,Homicide (%),1.0
36,Government Expenditure,Australia,2015,14.08,Assault (%),284.7
36,Government Expenditure,Australia,2015,14.08,Kidnapping (%),2.2
36,Government Expenditure,Australia,2015,14.08,Theft (%),
36,Government Expenditure,Australia,2015,14.08,Robbery (%),37.7
36,Government Expenditure,Australia,2015,14.08,Sexual Violence (%),89.2
40,Government Expenditure,Austria,2005,10.26,Homicide (%),0.7
40,Government Expenditure,Austria,2005,10.26,Assault (%),43.8
40,Government Expenditure,Austria,2005,10.26,Kidnapping (%),0.1
40,Government Expenditure,Austria,2005,10.26,Theft (%),
40,Government Expenditure,Austria,2005,10.26,Robbery (%),57.8
40,Government Expenditure,Austria,2005,10.26,Sexual Violence (%),20.3
40,Government Expenditure,Austria,2010,10.79,Homicide (%),0.7
40,Government Expenditure,Austria,2010,10.79,Assault (%),42.9
40,Government Expenditure,Austria,2010,10.79,Kidnapping (%),0.1
40,Government Expenditure,Austria,2010,10.79,Theft (%),
40,Government Expenditure,Austria,2010,10.79,Robbery (%),51.2
40,Government Expenditure,Austria,2010,10.79,Sexual Violence (%),39.3
40,Government Expenditure,Austria,2015,10.69,Homicide (%),0.5
40,Government Expenditure,Austria,2015,10.69,Assault (%),35.4
40,Government Expenditure,Austria,2015,10.69,Kidnapping (%),0.0
40,Government Expenditure,Austria,2015,10.69,Theft (%),
40,Government Expenditure,Austria,2015,10.69,Robbery (%),39.4
40,Government Expenditure,Austria,2015,10.69,Sexual Violence (%),39.0
31,Government Expenditure,Azerbaijan,2005,13.22,Homicide (%),2.2
31,Government Expenditure,Azerbaijan,2005,13.22,Assault (%),1.9
31,Government Expenditure,Azerbaijan,2005,13.22,Kidnapping (%),0.3
31,Government Expenditure,Azerbaijan,2005,13.22,Theft (%),25.2
31,Government Expenditure,Azerbaijan,2005,13.22,Robbery (%),2.3
31,Government Expenditure,Azerbaijan,2010,8.7,Homicide (%),2.3
31,Government Expenditure,Azerbaijan,2010,8.7,Assault (%),1.9
31,Government Expenditure,Azerbaijan,2010,8.7,Kidnapping (%),0.0
31,Government Expenditure,Azerbaijan,2010,8.7,Theft (%),42.8
31,Government Expenditure,Azerbaijan,2010,8.7,Robbery (%),3.3
31,Government Expenditure,Azerbaijan,2010,8.7,Sexual Violence (%),2.2
31,Government Expenditure,Azerbaijan,2016,8.2,Homicide (%),2.1
31,Government Expenditure,Azerbaijan,2016,8.2,Assault (%),3.4
31,Government Expenditure,Azerbaijan,2016,8.2,Kidnapping (%),0.1
31,Government Expenditure,Azerbaijan,2016,8.2,Theft (%),24.8
31,Government Expenditure,Azerbaijan,2016,8.2,Robbery (%),5.0
48,Government Expenditure,Bahrain,2008,10.56,Homicide (%),0.5
48,Government Expenditure,Bahrain,2008,10.56,Assault (%),327.8
48,Government Expenditure,Bahrain,2008,10.56,Theft (%),681.7
48,Government Expenditure,Bahrain,2008,10.56,Robbery (%),27.5
48,Government Expenditure,Bahrain,2008,10.56,Sexual Violence (%),15.7
52,Government Expenditure,Barbados,2005,18.24,Homicide (%),10.6
52,Government Expenditure,Barbados,2005,18.24,Assault (%),631.7
52,Government Expenditure,Barbados,2005,18.24,Kidnapping (%),8.4
52,Government Expenditure,Barbados,2005,18.24,Theft (%),412.4
52,Government Expenditure,Barbados,2005,18.24,Robbery (%),120.4
52,Government Expenditure,Barbados,2005,18.24,Sexual Violence (%),70.1
52,Government Expenditure,Barbados,2010,18.1,Homicide (%),11.1
52,Government Expenditure,Barbados,2010,18.1,Assault (%),540.5
52,Government Expenditure,Barbados,2010,18.1,Kidnapping (%),4.3
52,Government Expenditure,Barbados,2010,18.1,Theft (%),739.4
52,Government Expenditure,Barbados,2010,18.1,Robbery (%),174.2
52,Government Expenditure,Barbados,2010,18.1,Sexual Violence (%),60.5
52,Government Expenditure,Barbados,2016,14.06,Assault (%),547.2
52,Government Expenditure,Barbados,2016,14.06,Kidnapping (%),3.9
52,Government Expenditure,Barbados,2016,14.06,Theft (%),597.1
52,Government Expenditure,Barbados,2016,14.06,Robbery (%),65.3
112,Government Expenditure,Belarus,2005,12.62,Homicide (%),8.6
112,Government Expenditure,Belarus,2005,12.62,Assault (%),19.9
112,Government Expenditure,Belarus,2005,12.62,Kidnapping (%),0.4
112,Government Expenditure,Belarus,2005,12.62,Theft (%),
112,Government Expenditure,Belarus,2005,12.62,Robbery (%),120.2
112,Government Expenditure,Belarus,2005,12.62,Sexual Violence (%),8.5
112,Government Expenditure,Belarus,2010,11.78,Homicide (%),4.2
112,Government Expenditure,Belarus,2010,11.78,Assault (%),12.2
112,Government Expenditure,Belarus,2010,11.78,Kidnapping (%),0.2
112,Government Expenditure,Belarus,2010,11.78,Theft (%),776.8
112,Government Expenditure,Belarus,2010,11.78,Robbery (%),50.0
112,Government Expenditure,Belarus,2010,11.78,Sexual Violence (%),3.9
56,Government Expenditure,Belgium,2005,11.17,Homicide (%),2.1
56,Government Expenditure,Belgium,2005,11.17,Assault (%),639.2
56,Government Expenditure,Belgium,2005,11.17,Kidnapping (%),8.7
56,Government Expenditure,Belgium,2005,11.17,Theft (%),
56,Government Expenditure,Belgium,2005,11.17,Robbery (%),
56,Government Expenditure,Belgium,2005,11.17,Sexual Violence (%),57.3
56,Government Expenditure,Belgium,2010,12.01,Homicide (%),1.7
56,Government Expenditure,Belgium,2010,12.01,Assault (%),710.8
56,Government Expenditure,Belgium,2010,12.01,Kidnapping (%),10.3
56,Government Expenditure,Belgium,2010,12.01,Theft (%),
56,Government Expenditure,Belgium,2010,12.01,Robbery (%),218.1
56,Government Expenditure,Belgium,2010,12.01,Sexual Violence (%),64.9
56,Government Expenditure,Belgium,2015,12.17,Homicide (%),1.9
56,Government Expenditure,Belgium,2015,12.17,Assault (%),600.6
56,Government Expenditure,Belgium,2015,12.17,Kidnapping (%),10.1
56,Government Expenditure,Belgium,2015,12.17,Theft (%),
56,Government Expenditure,Belgium,2015,12.17,Robbery (%),195.8
56,Government Expenditure,Belgium,2015,12.17,Sexual Violence (%),55.1
84,Government Expenditure,Belize,2004,16.82,Homicide (%),28.6
84,Government Expenditure,Belize,2010,23.05,Homicide (%),40.1
84,Government Expenditure,Belize,2010,23.05,Theft (%),259.9
84,Government Expenditure,Belize,2010,23.05,Robbery (%),148.3
84,Government Expenditure,Belize,2010,23.05,Sexual Violence (%),40.4
204,Government Expenditure,Benin,2005,18.79,Homicide (%),7.2
204,Government Expenditure,Benin,2010,26.14,Homicide (%),6.6
204,Government Expenditure,Benin,2015,17.48,Homicide (%),6.2
64,Government Expenditure,Bhutan,2005,22.85,Homicide (%),1.7
64,Government Expenditure,Bhutan,2010,11.03,Homicide (%),2.2
64,Government Expenditure,Bhutan,2010,11.03,Assault (%),9.2
64,Government Expenditure,Bhutan,2010,11.03,Kidnapping (%),0.1
64,Government Expenditure,Bhutan,2010,11.03,Theft (%),67.2
64,Government Expenditure,Bhutan,2010,11.03,Robbery (%),6.5
64,Government Expenditure,Bhutan,2010,11.03,Sexual Violence (%),9.9
64,Government Expenditure,Bhutan,2014,17.82,Kidnapping (%),0.8
64,Government Expenditure,Bhutan,2014,17.82,Theft (%),68.5
64,Government Expenditure,Bhutan,2014,17.82,Sexual Violence (%),10.6
68,Government Expenditure,Bolivia (Plurin. State of),2010,24.13,Homicide (%),12.8
68,Government Expenditure,Bolivia (Plurin. State of),2010,24.13,Assault (%),85.2
68,Government Expenditure,Bolivia (Plurin. State of),2010,24.13,Kidnapping (%),0.9
68,Government Expenditure,Bolivia (Plurin. State of),2010,24.13,Theft (%),50.9
68,Government Expenditure,Bolivia (Plurin. State of),2010,24.13,Robbery (%),125.7
68,Government Expenditure,Bolivia (Plurin. State of),2010,24.13,Sexual Violence (%),39.8
72,Government Expenditure,Botswana,2005,25.82,Homicide (%),15.7
76,Government Expenditure,Brazil,2005,11.26,Homicide (%),23.3
76,Government Expenditure,Brazil,2010,14.56,Homicide (%),22.0
76,Government Expenditure,Brazil,2010,14.56,Assault (%),363.7
76,Government Expenditure,Brazil,2010,14.56,Kidnapping (%),0.2
76,Government Expenditure,Brazil,2010,14.56,Theft (%),702.6
76,Government Expenditure,Brazil,2010,14.56,Robbery (%),549.3
76,Government Expenditure,Brazil,2010,14.56,Sexual Violence (%),23.4
76,Government Expenditure,Brazil,2015,16.25,Homicide (%),28.4
96,Government Expenditure,Brunei Darussalam,2000,8.92,Homicide (%),1.2
96,Government Expenditure,Brunei Darussalam,2010,5.3,Homicide (%),0.3
100,Government Expenditure,Bulgaria,2005,12.07,Homicide (%),2.6
100,Government Expenditure,Bulgaria,2005,12.07,Assault (%),47.6
100,Government Expenditure,Bulgaria,2005,12.07,Kidnapping (%),2.5
100,Government Expenditure,Bulgaria,2005,12.07,Theft (%),561.2
100,Government Expenditure,Bulgaria,2005,12.07,Robbery (%),48.9
100,Government Expenditure,Bulgaria,2005,12.07,Sexual Violence (%),13.5
100,Government Expenditure,Bulgaria,2010,11.16,Homicide (%),2.0
100,Government Expenditure,Bulgaria,2010,11.16,Assault (%),41.0
100,Government Expenditure,Bulgaria,2010,11.16,Kidnapping (%),1.6
100,Government Expenditure,Bulgaria,2010,11.16,Theft (%),681.7
100,Government Expenditure,Bulgaria,2010,11.16,Robbery (%),50.5
100,Government Expenditure,Bulgaria,2010,11.16,Sexual Violence (%),9.4
854,Government Expenditure,Burkina Faso,2005,19.49,Homicide (%),0.5
854,Government Expenditure,Burkina Faso,2010,16.17,Homicide (%),0.6
854,Government Expenditure,Burkina Faso,2015,18.03,Homicide (%),0.4
108,Government Expenditure,Burundi,2010,16.59,Homicide (%),4.0
108,Government Expenditure,Burundi,2010,16.59,Assault (%),3.5
108,Government Expenditure,Burundi,2010,16.59,Kidnapping (%),0.3
108,Government Expenditure,Burundi,2010,16.59,Robbery (%),34.7
108,Government Expenditure,Burundi,2010,16.59,Sexual Violence (%),7.4
132,Government Expenditure,Cabo Verde,2010,14.22,Homicide (%),7.8
132,Government Expenditure,Cabo Verde,2010,14.22,Assault (%),814.1
132,Government Expenditure,Cabo Verde,2010,14.22,Kidnapping (%),1.2
132,Government Expenditure,Cabo Verde,2010,14.22,Theft (%),746.6
132,Government Expenditure,Cabo Verde,2010,14.22,Robbery (%),611.9
132,Government Expenditure,Cabo Verde,2010,14.22,Sexual Violence (%),41.4
132,Government Expenditure,Cabo Verde,2016,17.84,Homicide (%),11.5
116,Government Expenditure,Cambodia,2010,7.34,Homicide (%),2.3
120,Government Expenditure,Cameroon,2005,21.38,Assault (%),18.0
120,Government Expenditure,Cameroon,2005,21.38,Theft (%),69.0
120,Government Expenditure,Cameroon,2010,18.75,Homicide (%),5.0
120,Government Expenditure,Cameroon,2010,18.75,Assault (%),24.6
120,Government Expenditure,Cameroon,2010,18.75,Kidnapping (%),2.3
120,Government Expenditure,Cameroon,2010,18.75,Theft (%),82.2
120,Government Expenditure,Cameroon,2010,18.75,Robbery (%),82.2
120,Government Expenditure,Cameroon,2010,18.75,Sexual Violence (%),10.0
120,Government Expenditure,Cameroon,2012,15.18,Homicide (%),4.2
120,Government Expenditure,Cameroon,2012,15.18,Assault (%),27.3
120,Government Expenditure,Cameroon,2012,15.18,Kidnapping (%),2.5
120,Government Expenditure,Cameroon,2012,15.18,Theft (%),74.7
120,Government Expenditure,Cameroon,2012,15.18,Robbery (%),74.7
120,Government Expenditure,Cameroon,2012,15.18,Sexual Violence (%),9.2
124,Government Expenditure,Canada,2005,12.18,Homicide (%),2.1
124,Government Expenditure,Canada,2005,12.18,Assault (%),165.5
124,Government Expenditure,Canada,2005,12.18,Kidnapping (%),12.1
124,Government Expenditure,Canada,2005,12.18,Theft (%),
124,Government Expenditure,Canada,2005,12.18,Robbery (%),100.5
124,Government Expenditure,Canada,2005,12.18,Sexual Violence (%),81.7
124,Government Expenditure,Canada,2010,12.34,Homicide (%),1.6
124,Government Expenditure,Canada,2010,12.34,Assault (%),162.2
124,Government Expenditure,Canada,2010,12.34,Kidnapping (%),12.6
124,Government Expenditure,Canada,2010,12.34,Theft (%),
124,Government Expenditure,Canada,2010,12.34,Robbery (%),89.2
124,Government Expenditure,Canada,2010,12.34,Sexual Violence (%),78.8
148,Government Expenditure,Chad,2005,14.67,Homicide (%),10.7
148,Government Expenditure,Chad,2010,8.12,Homicide (%),9.7
152,Government Expenditure,Chile,2005,16.2,Homicide (%),3.6
152,Government Expenditure,Chile,2005,16.2,Kidnapping (%),0.9
152,Government Expenditure,Chile,2005,16.2,Theft (%),961.6
152,Government Expenditure,Chile,2005,16.2,Robbery (%),401.8
152,Government Expenditure,Chile,2010,17.84,Homicide (%),3.2
152,Government Expenditure,Chile,2010,17.84,Assault (%),131.0
152,Government Expenditure,Chile,2010,17.84,Kidnapping (%),1.5
152,Government Expenditure,Chile,2010,17.84,Theft (%),
152,Government Expenditure,Chile,2010,17.84,Robbery (%),480.6
152,Government Expenditure,Chile,2010,17.84,Sexual Violence (%),76.5
152,Government Expenditure,Chile,2016,21.16,Homicide (%),3.5
152,Government Expenditure,Chile,2016,21.16,Assault (%),67.1
152,Government Expenditure,Chile,2016,21.16,Kidnapping (%),1.9
152,Government Expenditure,Chile,2016,21.16,Theft (%),969.2
152,Government Expenditure,Chile,2016,21.16,Robbery (%),647.2
344,Government Expenditure,"China, Hong Kong SAR",2005,22.48,Homicide (%),0.5
344,Government Expenditure,"China, Hong Kong SAR",2005,22.48,Assault (%),118.5
344,Government Expenditure,"China, Hong Kong SAR",2005,22.48,Kidnapping (%),0.0
344,Government Expenditure,"China, Hong Kong SAR",2005,22.48,Theft (%),515.7
344,Government Expenditure,"China, Hong Kong SAR",2005,22.48,Robbery (%),24.5
344,Government Expenditure,"China, Hong Kong SAR",2005,22.48,Sexual Violence (%),21.3
344,Government Expenditure,"China, Hong Kong SAR",2010,19.91,Homicide (%),0.5
344,Government Expenditure,"China, Hong Kong SAR",2010,19.91,Assault (%),108.2
344,Government Expenditure,"China, Hong Kong SAR",2010,19.91,Kidnapping (%),0.0
344,Government Expenditure,"China, Hong Kong SAR",2010,19.91,Theft (%),488.9
344,Government Expenditure,"China, Hong Kong SAR",2010,19.91,Robbery (%),11.1
344,Government Expenditure,"China, Hong Kong SAR",2010,19.91,Sexual Violence (%),26.3
170,Government Expenditure,Colombia,2005,15.54,Homicide (%),41.8
170,Government Expenditure,Colombia,2005,15.54,Assault (%),70.3
170,Government Expenditure,Colombia,2005,15.54,Kidnapping (%),1.8
170,Government Expenditure,Colombia,2005,15.54,Theft (%),158.8
170,Government Expenditure,Colombia,2005,15.54,Robbery (%),93.9
170,Government Expenditure,Colombia,2005,15.54,Sexual Violence (%),10.6
170,Government Expenditure,Colombia,2010,16.42,Homicide (%),33.7
170,Government Expenditure,Colombia,2010,16.42,Assault (%),115.7
170,Government Expenditure,Colombia,2010,16.42,Kidnapping (%),0.6
170,Government Expenditure,Colombia,2010,16.42,Theft (%),200.0
170,Government Expenditure,Colombia,2010,16.42,Robbery (%),133.8
170,Government Expenditure,Colombia,2010,16.42,Sexual Violence (%),14.8
174,Government Expenditure,Comoros,2015,15.27,Homicide (%),7.7
178,Government Expenditure,Congo,2005,7.6,Homicide (%),10.6
178,Government Expenditure,Congo,2010,24.73,Homicide (%),9.9
178,Government Expenditure,Congo,2015,7.95,Homicide (%),9.3
191,Government Expenditure,Croatia,2010,8.96,Homicide (%),1.4
191,Government Expenditure,Croatia,2010,8.96,Assault (%),22.8
191,Government Expenditure,Croatia,2010,8.96,Kidnapping (%),0.3
191,Government Expenditure,Croatia,2010,8.96,Theft (%),313.6
191,Government Expenditure,Croatia,2010,8.96,Robbery (%),28.8
191,Government Expenditure,Croatia,2010,8.96,Sexual Violence (%),9.2
196,Government Expenditure,Cyprus,2005,15.84,Homicide (%),1.9
196,Government Expenditure,Cyprus,2005,15.84,Assault (%),12.8
196,Government Expenditure,Cyprus,2005,15.84,Kidnapping (%),1.6
196,Government Expenditure,Cyprus,2005,15.84,Theft (%),116.9
196,Government Expenditure,Cyprus,2005,15.84,Robbery (%),8.2
196,Government Expenditure,Cyprus,2005,15.84,Sexual Violence (%),10.9
196,Government Expenditure,Cyprus,2010,15.65,Homicide (%),0.7
196,Government Expenditure,Cyprus,2010,15.65,Assault (%),15.5
196,Government Expenditure,Cyprus,2010,15.65,Kidnapping (%),2.4
196,Government Expenditure,Cyprus,2010,15.65,Theft (%),150.1
196,Government Expenditure,Cyprus,2010,15.65,Robbery (%),14.0
196,Government Expenditure,Cyprus,2010,15.65,Sexual Violence (%),7.2
196,Government Expenditure,Cyprus,2015,16.28,Homicide (%),1.3
196,Government Expenditure,Cyprus,2015,16.28,Assault (%),12.1
196,Government Expenditure,Cyprus,2015,16.28,Kidnapping (%),2.1
196,Government Expenditure,Cyprus,2015,16.28,Theft (%),79.1
196,Government Expenditure,Cyprus,2015,16.28,Robbery (%),8.0
196,Government Expenditure,Cyprus,2015,16.28,Sexual Violence (%),8.6
203,Government Expenditure,Czechia,2005,9.2,Homicide (%),1.1
203,Government Expenditure,Czechia,2005,9.2,Assault (%),211.4
203,Government Expenditure,Czechia,2005,9.2,Kidnapping (%),0.1
203,Government Expenditure,Czechia,2005,9.2,Theft (%),
203,Government Expenditure,Czechia,2005,9.2,Robbery (%),54.1
203,Government Expenditure,Czechia,2005,9.2,Sexual Violence (%),18.1
203,Government Expenditure,Czechia,2010,9.34,Homicide (%),1.0
203,Government Expenditure,Czechia,2010,9.34,Assault (%),171.5
203,Government Expenditure,Czechia,2010,9.34,Kidnapping (%),0.1
203,Government Expenditure,Czechia,2010,9.34,Theft (%),
203,Government Expenditure,Czechia,2010,9.34,Robbery (%),38.1
203,Government Expenditure,Czechia,2010,9.34,Sexual Violence (%),12.7
203,Government Expenditure,Czechia,2015,13.88,Homicide (%),0.8
203,Government Expenditure,Czechia,2015,13.88,Assault (%),147.8
203,Government Expenditure,Czechia,2015,13.88,Kidnapping (%),0.0
203,Government Expenditure,Czechia,2015,13.88,Theft (%),799.7
203,Government Expenditure,Czechia,2015,13.88,Robbery (%),19.1
203,Government Expenditure,Czechia,2015,13.88,Sexual Violence (%),13.5
180,Government Expenditure,Dem. Rep. of the Congo,2010,9.66,Homicide (%),14.3
180,Government Expenditure,Dem. Rep. of the Congo,2015,11.74,Homicide (%),13.5
208,Government Expenditure,Denmark,2005,15.78,Homicide (%),1.0
208,Government Expenditure,Denmark,2005,15.78,Assault (%),205.0
208,Government Expenditure,Denmark,2005,15.78,Theft (%),
208,Government Expenditure,Denmark,2005,15.78,Robbery (%),53.9
208,Government Expenditure,Denmark,2010,15.1,Homicide (%),0.8
208,Government Expenditure,Denmark,2010,15.1,Assault (%),31.6
208,Government Expenditure,Denmark,2010,15.1,Theft (%),
208,Government Expenditure,Denmark,2010,15.1,Robbery (%),60.7
208,Government Expenditure,Denmark,2010,15.1,Sexual Violence (%),36.2
262,Government Expenditure,Djibouti,2005,22.72,Homicide (%),8.1
262,Government Expenditure,Djibouti,2010,12.33,Homicide (%),7.4
218,Government Expenditure,Ecuador,2010,13.0,Homicide (%),17.6
218,Government Expenditure,Ecuador,2010,13.0,Assault (%),30.2
218,Government Expenditure,Ecuador,2010,13.0,Kidnapping (%),0.2
218,Government Expenditure,Ecuador,2010,13.0,Theft (%),33.6
218,Government Expenditure,Ecuador,2010,13.0,Robbery (%),362.3
218,Government Expenditure,Ecuador,2010,13.0,Sexual Violence (%),24.5
818,Government Expenditure,Egypt,2005,15.04,Homicide (%),0.7
818,Government Expenditure,Egypt,2005,15.04,Kidnapping (%),0.0
818,Government Expenditure,Egypt,2005,15.04,Theft (%),45.6
818,Government Expenditure,Egypt,2005,15.04,Robbery (%),0.6
222,Government Expenditure,El Salvador,2005,14.66,Homicide (%),64.4
222,Government Expenditure,El Salvador,2005,14.66,Assault (%),76.8
222,Government Expenditure,El Salvador,2005,14.66,Kidnapping (%),0.1
222,Government Expenditure,El Salvador,2005,14.66,Theft (%),177.8
222,Government Expenditure,El Salvador,2005,14.66,Robbery (%),80.6
222,Government Expenditure,El Salvador,2010,16.16,Homicide (%),64.7
222,Government Expenditure,El Salvador,2010,16.16,Assault (%),63.1
222,Government Expenditure,El Salvador,2010,16.16,Kidnapping (%),0.5
222,Government Expenditure,El Salvador,2010,16.16,Theft (%),157.0
222,Government Expenditure,El Salvador,2010,16.16,Robbery (%),87.9
222,Government Expenditure,El Salvador,2010,16.16,Sexual Violence (%),37.0
222,Government Expenditure,El Salvador,2016,16.11,Homicide (%),82.8
233,Government Expenditure,Estonia,2005,14.26,Homicide (%),8.3
233,Government Expenditure,Estonia,2005,14.26,Assault (%),9.7
233,Government Expenditure,Estonia,2005,14.26,Kidnapping (%),0.1
233,Government Expenditure,Estonia,2005,14.26,Theft (%),
233,Government Expenditure,Estonia,2005,14.26,Robbery (%),97.8
233,Government Expenditure,Estonia,2005,14.26,Sexual Violence (%),29.7
233,Government Expenditure,Estonia,2010,13.64,Homicide (%),5.3
233,Government Expenditure,Estonia,2010,13.64,Assault (%),7.7
233,Government Expenditure,Estonia,2010,13.64,Kidnapping (%),0.0
233,Government Expenditure,Estonia,2010,13.64,Theft (%),
233,Government Expenditure,Estonia,2010,13.64,Robbery (%),45.0
233,Government Expenditure,Estonia,2010,13.64,Sexual Violence (%),20.6
233,Government Expenditure,Estonia,2015,12.97,Homicide (%),3.2
233,Government Expenditure,Estonia,2015,12.97,Assault (%),7.5
233,Government Expenditure,Estonia,2015,12.97,Kidnapping (%),0.0
233,Government Expenditure,Estonia,2015,12.97,Theft (%),863.2
233,Government Expenditure,Estonia,2015,12.97,Robbery (%),25.6
233,Government Expenditure,Estonia,2015,12.97,Sexual Violence (%),42.9
748,Government Expenditure,Eswatini,2005,20.89,Homicide (%),13.7
748,Government Expenditure,Eswatini,2010,18.28,Homicide (%),17.3
231,Government Expenditure,Ethiopia,2010,26.3,Homicide (%),8.5
231,Government Expenditure,Ethiopia,2015,27.1,Homicide (%),7.6
242,Government Expenditure,Fiji,2005,20.27,Homicide (%),2.8
246,Government Expenditure,Finland,2005,12.25,Homicide (%),2.3
246,Government Expenditure,Finland,2005,12.25,Assault (%),579.3
246,Government Expenditure,Finland,2005,12.25,Kidnapping (%),0.0
246,Government Expenditure,Finland,2005,12.25,Theft (%),
246,Government Expenditure,Finland,2005,12.25,Robbery (%),34.5
246,Government Expenditure,Finland,2005,12.25,Sexual Violence (%),36.6
246,Government Expenditure,Finland,2010,11.95,Homicide (%),2.2
246,Government Expenditure,Finland,2010,11.95,Assault (%),37.2
246,Government Expenditure,Finland,2010,11.95,Kidnapping (%),0.0
246,Government Expenditure,Finland,2010,11.95,Theft (%),
246,Government Expenditure,Finland,2010,11.95,Robbery (%),28.1
246,Government Expenditure,Finland,2010,11.95,Sexual Violence (%),45.0
246,Government Expenditure,Finland,2015,12.41,Homicide (%),1.5
246,Government Expenditure,Finland,2015,12.41,Assault (%),28.5
246,Government Expenditure,Finland,2015,12.41,Kidnapping (%),0.0
246,Government Expenditure,Finland,2015,12.41,Theft (%),
246,Government Expenditure,Finland,2015,12.41,Robbery (%),28.2
246,Government Expenditure,Finland,2015,12.41,Sexual Violence (%),54.0
250,Government Expenditure,France,2005,10.36,Homicide (%),1.6
250,Government Expenditure,France,2005,10.36,Assault (%),242.8
250,Government Expenditure,France,2005,10.36,Kidnapping (%),3.3
250,Government Expenditure,France,2005,10.36,Theft (%),
250,Government Expenditure,France,2005,10.36,Robbery (%),203.5
250,Government Expenditure,France,2005,10.36,Sexual Violence (%),39.0
250,Government Expenditure,France,2010,10.01,Homicide (%),1.3
250,Government Expenditure,France,2010,10.01,Assault (%),368.0
250,Government Expenditure,France,2010,10.01,Kidnapping (%),3.3
250,Government Expenditure,France,2010,10.01,Theft (%),
250,Government Expenditure,France,2010,10.01,Robbery (%),192.0
250,Government Expenditure,France,2010,10.01,Sexual Violence (%),36.5
250,Government Expenditure,France,2015,9.62,Homicide (%),1.6
250,Government Expenditure,France,2015,9.62,Assault (%),375.7
250,Government Expenditure,France,2015,9.62,Kidnapping (%),5.9
250,Government Expenditure,France,2015,9.62,Theft (%),
250,Government Expenditure,France,2015,9.62,Robbery (%),161.5
250,Government Expenditure,France,2015,9.62,Sexual Violence (%),52.1
266,Government Expenditure,Gabon,2010,13.33,Homicide (%),8.7
270,Government Expenditure,Gambia,2005,5.34,Homicide (%),9.8
