Country ID,Education Source Data,Country Name,Year,Education Spend (%),Source Data,Expenditure on R&D (%)
233,Government Expenditure,Estonia,2015,12.97,Private non-profit (%),0.2
233,Government Expenditure,Estonia,2015,12.97,Funds from abroad (%),12.2
231,Government Expenditure,Ethiopia,2010,26.3,GDP(%),0.2
231,Government Expenditure,Ethiopia,2010,26.3,Business Enterprises (%),10.8
231,Government Expenditure,Ethiopia,2010,26.3,Government (%),56.0
231,Government Expenditure,Ethiopia,2010,26.3,Higher education (%),1.1
231,Government Expenditure,Ethiopia,2010,26.3,Private non-profit (%),0.0
231,Government Expenditure,Ethiopia,2010,26.3,Funds from abroad (%),30.0
231,Government Expenditure,Ethiopia,2010,26.3,Not distributed (%),2.2
246,Government Expenditure,Finland,2005,12.25,GDP(%),3.3
246,Government Expenditure,Finland,2005,12.25,Business Enterprises (%),66.9
246,Government Expenditure,Finland,2005,12.25,Government (%),25.7
246,Government Expenditure,Finland,2005,12.25,Higher education (%),0.2
246,Government Expenditure,Finland,2005,12.25,Private non-profit (%),1.0
246,Government Expenditure,Finland,2005,12.25,Funds from abroad (%),6.3
246,Government Expenditure,Finland,2010,11.95,GDP(%),3.7
246,Government Expenditure,Finland,2010,11.95,Business Enterprises (%),66.1
246,Government Expenditure,Finland,2010,11.95,Government (%),25.7
246,Government Expenditure,Finland,2010,11.95,Higher education (%),0.2
246,Government Expenditure,Finland,2010,11.95,Private non-profit (%),1.1
246,Government Expenditure,Finland,2010,11.95,Funds from abroad (%),6.9
246,Government Expenditure,Finland,2015,12.41,GDP(%),2.9
246,Government Expenditure,Finland,2015,12.41,Business Enterprises (%),54.8
246,Government Expenditure,Finland,2015,12.41,Government (%),28.9
246,Government Expenditure,Finland,2015,12.41,Higher education (%),0.3
246,Government Expenditure,Finland,2015,12.41,Private non-profit (%),1.5
246,Government Expenditure,Finland,2015,12.41,Funds from abroad (%),14.5
250,Government Expenditure,France,2005,10.36,GDP(%),2.0
250,Government Expenditure,France,2005,10.36,Business Enterprises (%),51.9
250,Government Expenditure,France,2005,10.36,Government (%),38.6
250,Government Expenditure,France,2005,10.36,Higher education (%),1.0
250,Government Expenditure,France,2005,10.36,Private non-profit (%),0.9
250,Government Expenditure,France,2005,10.36,Funds from abroad (%),7.5
250,Government Expenditure,France,2010,10.01,GDP(%),2.2
250,Government Expenditure,France,2010,10.01,Business Enterprises (%),53.5
250,Government Expenditure,France,2010,10.01,Government (%),37.1
250,Government Expenditure,France,2010,10.01,Higher education (%),1.0
250,Government Expenditure,France,2010,10.01,Private non-profit (%),0.8
250,Government Expenditure,France,2010,10.01,Funds from abroad (%),7.5
250,Government Expenditure,France,2015,9.62,GDP(%),2.3
250,Government Expenditure,France,2015,9.62,Business Enterprises (%),54.0
250,Government Expenditure,France,2015,9.62,Government (%),34.8
250,Government Expenditure,France,2015,9.62,Higher education (%),2.6
250,Government Expenditure,France,2015,9.62,Private non-profit (%),0.9
250,Government Expenditure,France,2015,9.62,Funds from abroad (%),7.6
268,Government Expenditure,Georgia,2005,11.18,GDP(%),0.2
276,Government Expenditure,Germany,2010,10.4,GDP(%),2.7
276,Government Expenditure,Germany,2010,10.4,Business Enterprises (%),65.5
276,Government Expenditure,Germany,2010,10.4,Government (%),30.4
276,Government Expenditure,Germany,2010,10.4,Private non-profit (%),0.2
276,Government Expenditure,Germany,2010,10.4,Funds from abroad (%),3.9
276,Government Expenditure,Germany,2015,10.99,GDP(%),2.9
276,Government Expenditure,Germany,2015,10.99,Business Enterprises (%),65.6
276,Government Expenditure,Germany,2015,10.99,Government (%),27.9
276,Government Expenditure,Germany,2015,10.99,Private non-profit (%),0.4
276,Government Expenditure,Germany,2015,10.99,Funds from abroad (%),6.2
288,Government Expenditure,Ghana,2010,20.7,GDP(%),0.4
288,Government Expenditure,Ghana,2010,20.7,Business Enterprises (%),0.1
288,Government Expenditure,Ghana,2010,20.7,Government (%),68.3
288,Government Expenditure,Ghana,2010,20.7,Higher education (%),0.3
288,Government Expenditure,Ghana,2010,20.7,Private non-profit (%),0.1
288,Government Expenditure,Ghana,2010,20.7,Funds from abroad (%),31.2
300,Government Expenditure,Greece,2005,8.7,GDP(%),0.6
300,Government Expenditure,Greece,2005,8.7,Business Enterprises (%),31.1
300,Government Expenditure,Greece,2005,8.7,Government (%),46.8
300,Government Expenditure,Greece,2005,8.7,Higher education (%),1.7
300,Government Expenditure,Greece,2005,8.7,Private non-profit (%),1.5
300,Government Expenditure,Greece,2005,8.7,Funds from abroad (%),19.0
320,Government Expenditure,Guatemala,2010,19.3,GDP(%),0.0
320,Government Expenditure,Guatemala,2010,19.3,Government (%),18.3
320,Government Expenditure,Guatemala,2010,19.3,Higher education (%),30.9
320,Government Expenditure,Guatemala,2010,19.3,Funds from abroad (%),50.8
340,Government Expenditure,Honduras,2015,24.64,GDP(%),0.0
340,Government Expenditure,Honduras,2015,24.64,Government (%),82.5
340,Government Expenditure,Honduras,2015,24.64,Higher education (%),17.5
340,Government Expenditure,Honduras,2015,24.64,Not distributed (%),0.0
348,Government Expenditure,Hungary,2005,10.8,GDP(%),0.9
348,Government Expenditure,Hungary,2005,10.8,Business Enterprises (%),39.4
348,Government Expenditure,Hungary,2005,10.8,Government (%),49.4
348,Government Expenditure,Hungary,2005,10.8,Private non-profit (%),0.3
348,Government Expenditure,Hungary,2005,10.8,Funds from abroad (%),10.7
348,Government Expenditure,Hungary,2010,9.69,GDP(%),1.1
348,Government Expenditure,Hungary,2010,9.69,Business Enterprises (%),47.4
348,Government Expenditure,Hungary,2010,9.69,Government (%),39.3
348,Government Expenditure,Hungary,2010,9.69,Private non-profit (%),0.9
348,Government Expenditure,Hungary,2010,9.69,Funds from abroad (%),12.4
348,Government Expenditure,Hungary,2015,9.14,GDP(%),1.4
348,Government Expenditure,Hungary,2015,9.14,Business Enterprises (%),49.7
348,Government Expenditure,Hungary,2015,9.14,Government (%),34.6
348,Government Expenditure,Hungary,2015,9.14,Private non-profit (%),0.7
348,Government Expenditure,Hungary,2015,9.14,Funds from abroad (%),15.0
352,Government Expenditure,Iceland,2005,17.81,GDP(%),2.7
352,Government Expenditure,Iceland,2005,17.81,Business Enterprises (%),48.0
352,Government Expenditure,Iceland,2005,17.81,Government (%),40.5
352,Government Expenditure,Iceland,2005,17.81,Private non-profit (%),0.3
352,Government Expenditure,Iceland,2005,17.81,Funds from abroad (%),11.2
356,Government Expenditure,India,2005,11.21,GDP(%),0.8
356,Government Expenditure,India,2010,11.83,GDP(%),0.8
364,Government Expenditure,Iran (Islamic Republic of),2005,22.32,GDP(%),0.6
364,Government Expenditure,Iran (Islamic Republic of),2005,22.32,Business Enterprises (%),12.2
364,Government Expenditure,Iran (Islamic Republic of),2005,22.32,Government (%),76.2
364,Government Expenditure,Iran (Islamic Republic of),2005,22.32,Higher education (%),11.6
364,Government Expenditure,Iran (Islamic Republic of),2010,18.8,GDP(%),0.3
372,Government Expenditure,Ireland,2005,13.56,GDP(%),1.2
372,Government Expenditure,Ireland,2005,13.56,Business Enterprises (%),57.4
372,Government Expenditure,Ireland,2005,13.56,Government (%),32.0
372,Government Expenditure,Ireland,2005,13.56,Higher education (%),1.7
372,Government Expenditure,Ireland,2005,13.56,Private non-profit (%),0.2
372,Government Expenditure,Ireland,2005,13.56,Funds from abroad (%),8.6
372,Government Expenditure,Ireland,2010,9.28,GDP(%),1.6
372,Government Expenditure,Ireland,2010,9.28,Business Enterprises (%),52.2
372,Government Expenditure,Ireland,2010,9.28,Government (%),29.4
372,Government Expenditure,Ireland,2010,9.28,Higher education (%),0.9
372,Government Expenditure,Ireland,2010,9.28,Private non-profit (%),0.5
372,Government Expenditure,Ireland,2010,9.28,Funds from abroad (%),17.0
372,Government Expenditure,Ireland,2015,13.03,GDP(%),1.2
372,Government Expenditure,Ireland,2015,13.03,Business Enterprises (%),48.4
372,Government Expenditure,Ireland,2015,13.03,Government (%),25.9
372,Government Expenditure,Ireland,2015,13.03,Higher education (%),1.5
372,Government Expenditure,Ireland,2015,13.03,Private non-profit (%),0.4
372,Government Expenditure,Ireland,2015,13.03,Funds from abroad (%),23.8
376,Government Expenditure,Israel,2005,12.74,GDP(%),4.1
376,Government Expenditure,Israel,2005,12.74,Business Enterprises (%),56.2
376,Government Expenditure,Israel,2005,12.74,Government (%),14.5
376,Government Expenditure,Israel,2005,12.74,Higher education (%),2.8
376,Government Expenditure,Israel,2005,12.74,Private non-profit (%),1.8
376,Government Expenditure,Israel,2005,12.74,Funds from abroad (%),24.7
376,Government Expenditure,Israel,2010,13.61,GDP(%),3.9
376,Government Expenditure,Israel,2010,13.61,Business Enterprises (%),36.2
376,Government Expenditure,Israel,2010,13.61,Government (%),14.2
376,Government Expenditure,Israel,2010,13.61,Higher education (%),1.2
376,Government Expenditure,Israel,2010,13.61,Private non-profit (%),1.1
376,Government Expenditure,Israel,2010,13.61,Funds from abroad (%),47.3
376,Government Expenditure,Israel,2015,15.04,GDP(%),4.3
376,Government Expenditure,Israel,2015,15.04,Business Enterprises (%),34.3
376,Government Expenditure,Israel,2015,15.04,Government (%),12.8
376,Government Expenditure,Israel,2015,15.04,Higher education (%),0.4
376,Government Expenditure,Israel,2015,15.04,Private non-profit (%),0.9
376,Government Expenditure,Israel,2015,15.04,Funds from abroad (%),51.6
380,Government Expenditure,Italy,2005,9.01,GDP(%),1.0
380,Government Expenditure,Italy,2005,9.01,Business Enterprises (%),39.7
380,Government Expenditure,Italy,2005,9.01,Government (%),50.7
380,Government Expenditure,Italy,2005,9.01,Higher education (%),0.1
380,Government Expenditure,Italy,2005,9.01,Private non-profit (%),1.6
380,Government Expenditure,Italy,2005,9.01,Funds from abroad (%),8.0
380,Government Expenditure,Italy,2010,8.72,GDP(%),1.2
380,Government Expenditure,Italy,2010,8.72,Business Enterprises (%),44.7
380,Government Expenditure,Italy,2010,8.72,Government (%),41.6
380,Government Expenditure,Italy,2010,8.72,Higher education (%),0.9
380,Government Expenditure,Italy,2010,8.72,Private non-profit (%),3.1
380,Government Expenditure,Italy,2010,8.72,Funds from abroad (%),9.8
380,Government Expenditure,Italy,2015,8.11,GDP(%),1.3
